year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,vote_share
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,659170,1182850,20210113,0.0,DEMOCRAT,0.8077930677220218
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,504070,1182850,20210113,0.0,REPUBLICAN,0.6177226688815322
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,9198,1182850,20210113,0.0,OTHER,0.011271873169147802
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,6669,1182850,20210113,0.0,OTHER,0.008172659509137497
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,1954,1182850,20210113,0.0,OTHER,0.002394568403187085
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,1481,1182850,20210113,0.0,LIBERTARIAN,0.0018149210875742438
1976,ALABAMA,AL,1,63,41,US PRESIDENT,0,0,True,308,1182850,20210113,0.0,OTHER,0.00037744476365487317
1976,ALASKA,AK,2,94,81,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,71555,123574,20210113,0.0,REPUBLICAN,0.08768850669910534
1976,ALASKA,AK,2,94,81,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,44058,123574,20210113,0.0,DEMOCRAT,0.05399175778281298
1976,ALASKA,AK,2,94,81,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,6785,123574,20210113,0.0,LIBERTARIAN,0.008314814030514008
1976,ALASKA,AK,2,94,81,US PRESIDENT,0,0,True,1176,123574,20210113,0.0,OTHER,0.0014411527339549702
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,418642,742719,20210113,0.0,REPUBLICAN,0.5130332167078032
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,295602,742719,20210113,0.0,DEMOCRAT,0.3622513864477526
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,19229,742719,20210113,0.0,OTHER,0.023564562858180375
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,7647,742719,20210113,0.0,LIBERTARIAN,0.009371169180742905
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,928,742719,20210113,0.0,OTHER,0.0011372361710120852
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,564,742719,20210113,0.0,OTHER,0.0006911650866926898
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,85,742719,20210113,0.0,OTHER,0.00010416495100865006
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,0,0,True,22,742719,20210113,0.0,OTHER,2.6960340261062364e-05
1976,ARKANSAS,AR,5,71,42,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,498604,767535,20210113,0.0,DEMOCRAT,0.61102424979667
1976,ARKANSAS,AR,5,71,42,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,267903,767535,20210113,0.0,REPUBLICAN,0.3283070925890632
1976,ARKANSAS,AR,5,71,42,US PRESIDENT,0,INDEPENDENT,False,639,767535,20210113,0.0,OTHER,0.0007830753375826751
1976,ARKANSAS,AR,5,71,42,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,389,767535,20210113,0.0,OTHER,0.00047670783461605735
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,3882244,7803770,20210113,0.0,REPUBLICAN,4.757573600748537
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,3742284,7803770,20210113,0.0,DEMOCRAT,4.586056817887705
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,False,56388,7803770,20210113,0.0,OTHER,0.06910180302912658
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,51098,7803770,20210113,0.0,OTHER,0.06261906666635295
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"WRIGHT, MARGARET",PEACE & FREEDOM,False,41731,7803770,20210113,0.0,OTHER,0.05114008906519971
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CAMEJO, PETER",INDEPENDENT,False,17259,7803770,20210113,0.0,OTHER,0.021150386934803426
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"HALL, GUS",INDEPENDENT,False,12766,7803770,20210113,0.0,OTHER,0.015644350171487374
1976,COLORADO,CO,8,84,62,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,584278,1081440,20210113,0.0,REPUBLICAN,0.7160151675933181
1976,COLORADO,CO,8,84,62,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,460801,1081440,20210113,0.0,DEMOCRAT,0.5646978069380818
1976,COLORADO,CO,8,84,62,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,26047,1081440,20210113,0.0,OTHER,0.031919817399085976
1976,COLORADO,CO,8,84,62,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,5338,1081440,20210113,0.0,LIBERTARIAN,0.006541558923343224
1976,COLORADO,CO,8,84,62,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,2886,1081440,20210113,0.0,OTHER,0.0035367064542466357
1976,COLORADO,CO,8,84,62,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,1122,1081440,20210113,0.0,OTHER,0.0013749773533141807
1976,COLORADO,CO,8,84,62,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,565,1081440,20210113,0.0,OTHER,0.0006923905567045562
1976,COLORADO,CO,8,84,62,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,403,1081440,20210113,0.0,OTHER,0.0004938644147821879
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,719261,1386355,20210113,0.0,REPUBLICAN,0.8814327862050899
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,647895,1386355,20210113,0.0,DEMOCRAT,0.7939758933382274
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,SCATTERING,0,False,10309,1386355,20210113,0.0,OTHER,0.012633370352331452
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,7101,1386355,20210113,0.0,OTHER,0.008702062554263812
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,1789,1386355,20210113,0.0,OTHER,0.002192365851229117
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,122461,235642,20210113,0.0,DEMOCRAT,0.1500722831231799
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,109780,235642,20210113,0.0,REPUBLICAN,0.1345320979027012
1976,DELAWARE,DE,10,51,11,US PRESIDENT,0,NO PARTY AFFILIATION,False,2432,235642,20210113,0.0,OTHER,0.002980343068859258
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,645,235642,20210113,0.0,OTHER,0.000790428157653874
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,135,235642,20210113,0.0,OTHER,0.00016543845160197363
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,103,235642,20210113,0.0,OTHER,0.00012622341122224654
1976,DELAWARE,DE,10,51,11,US PRESIDENT,0,SOCIALIST LABOR,False,86,235642,20210113,0.0,OTHER,0.00010539042102051651
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,137818,168830,20210113,0.0,DEMOCRAT,0.16889182609541334
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,27873,168830,20210113,0.0,REPUBLICAN,0.03415752564075415
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,OTHER,0,False,1656,168830,20210113,0.0,OTHER,0.002029378339650876
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,0,INDEPENDENT,False,1195,168830,20210113,0.0,OTHER,0.0014644366641804333
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,0,0,True,288,168830,20210113,0.0,OTHER,0.00035293536341754375
1976,FLORIDA,FL,12,59,43,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,1636000,3150631,20210113,0.0,DEMOCRAT,2.004868939413547
1976,FLORIDA,FL,12,59,43,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,1469531,3150631,20210113,0.0,REPUBLICAN,1.8008661720081471
1976,FLORIDA,FL,12,59,43,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,23643,3150631,20210113,0.0,OTHER,0.02897378749055898
1976,FLORIDA,FL,12,59,43,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,21325,3150631,20210113,0.0,OTHER,0.0261331480030525
1976,FLORIDA,FL,12,59,43,US PRESIDENT,0,0,True,132,3150631,20210113,0.0,OTHER,0.0001617620415663742
1976,GEORGIA,GA,13,58,44,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,979409,1463152,20210113,0.0,DEMOCRAT,1.2002363588521288
1976,GEORGIA,GA,13,58,44,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,483743,1463152,20210113,0.0,REPUBLICAN,0.5928125399503225
1976,HAWAII,HI,15,95,82,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,147375,291301,20210113,0.0,DEMOCRAT,0.1806036429988212
1976,HAWAII,HI,15,95,82,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,140003,291301,20210113,0.0,REPUBLICAN,0.17156947807134157
1976,HAWAII,HI,15,95,82,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,3923,291301,20210113,0.0,LIBERTARIAN,0.004807518856552166
1976,IDAHO,ID,16,82,63,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,204151,340932,20210113,0.0,REPUBLICAN,0.25018092839255196
1976,IDAHO,ID,16,82,63,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,126549,340932,20210113,0.0,DEMOCRAT,0.15508200453169008
1976,IDAHO,ID,16,82,63,US PRESIDENT,"MADDOX, LESTER",AMERICAN,False,5935,340932,20210113,0.0,OTHER,0.007273164520427506
1976,IDAHO,ID,16,82,63,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,3558,340932,20210113,0.0,LIBERTARIAN,0.004360222302220904
1976,IDAHO,ID,16,82,63,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,739,340932,20210113,0.0,OTHER,0.0009056223387693222
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,2364269,4721282,20210113,0.0,REPUBLICAN,2.89734075948553
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,2271295,4721282,20210113,0.0,DEMOCRAT,2.7834039106022566
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,55939,4721282,20210113,0.0,OTHER,0.06855156699379854
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,9250,4721282,20210113,0.0,OTHER,0.01133559760976486
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,8057,4721282,20210113,0.0,LIBERTARIAN,0.009873611885608159
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,0,0,True,4417,4721282,20210113,0.0,OTHER,0.005412901042414204
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,3615,4721282,20210113,0.0,OTHER,0.004430074092897293
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,2422,4721282,20210113,0.0,OTHER,0.002968088368740593
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,2018,4721282,20210113,0.0,OTHER,0.002472998483946539
1976,INDIANA,IN,18,32,22,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,1183958,2220362,20210113,0.0,REPUBLICAN,1.4509050243094035
1976,INDIANA,IN,18,32,22,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,1014714,2220362,20210113,0.0,DEMOCRAT,1.2435015776210745
1976,INDIANA,IN,18,32,22,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,14048,2220362,20210113,0.0,OTHER,0.017215402726700187
1976,INDIANA,IN,18,32,22,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,5695,2220362,20210113,0.0,OTHER,0.006979051717579554
1976,INDIANA,IN,18,32,22,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,1947,2220362,20210113,0.0,OTHER,0.00238599011310402
1976,IOWA,IA,19,42,31,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,632864,1279303,20210113,0.0,REPUBLICAN,0.7755558535898625
1976,IOWA,IA,19,42,31,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,619931,1279303,20210113,0.0,DEMOCRAT,0.7597068499263934
1976,IOWA,IA,19,42,31,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,20057,1279303,20210113,0.0,OTHER,0.024579252028005812
1976,IOWA,IA,19,42,31,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN PARTY OF IOWA,False,3041,1279303,20210113,0.0,OTHER,0.003726654306085939
1976,IOWA,IA,19,42,31,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,1454,1279303,20210113,0.0,LIBERTARIAN,0.0017818333972538492
1976,IOWA,IA,19,42,31,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,551,1279303,20210113,0.0,OTHER,0.0006752339765384257
1976,IOWA,IA,19,42,31,US PRESIDENT,SCATTERING,0,False,509,1279303,20210113,0.0,OTHER,0.0006237642360400338
1976,IOWA,IA,19,42,31,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,262,1279303,20210113,0.0,OTHER,0.0003210731431090155
1976,IOWA,IA,19,42,31,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,241,1279303,20210113,0.0,OTHER,0.00029533827285981956
1976,IOWA,IA,19,42,31,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST U.S.A.,False,233,1279303,20210113,0.0,OTHER,0.0002855345127648878
1976,IOWA,IA,19,42,31,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,160,1279303,20210113,0.0,OTHER,0.00019607520189863538
1976,KANSAS,KS,20,47,32,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,502752,957845,20210113,0.0,REPUBLICAN,0.6161074994058922
1976,KANSAS,KS,20,47,32,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,430421,957845,20210113,0.0,DEMOCRAT,0.5274680279775784
1976,KANSAS,KS,20,47,32,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,13185,957845,20210113,0.0,OTHER,0.016157822106459423
1976,KANSAS,KS,20,47,32,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,4724,957845,20210113,0.0,OTHER,0.00578912033605721
1976,KANSAS,KS,20,47,32,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,False,3242,957845,20210113,0.0,OTHER,0.0039729737784710995
1976,KANSAS,KS,20,47,32,US PRESIDENT,"MADDOX, LESTER",CONSERVATIVE,False,2118,957845,20210113,0.0,OTHER,0.002595545485133186
1976,KANSAS,KS,20,47,32,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,1403,957845,20210113,0.0,OTHER,0.0017193344266486592
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,615717,1167142,20210113,0.0,DEMOCRAT,0.754542719296388
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,531852,1167142,20210113,0.0,REPUBLICAN,0.6517686767512064
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,8308,1167142,20210113,0.0,OTHER,0.010181204858586644
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,6837,1167142,20210113,0.0,OTHER,0.008378538471131063
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,2328,1167142,20210113,0.0,OTHER,0.002852894187625145
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,814,1167142,20210113,0.0,LIBERTARIAN,0.0009975325896593077
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,510,1167142,20210113,0.0,OTHER,0.0006249897060519004
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,426,1167142,20210113,0.0,OTHER,0.0005220502250551167
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,350,1167142,20210113,0.0,OTHER,0.00042891450415326495
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,661365,1277383,20210113,0.0,DEMOCRAT,0.8104829743980687
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,587446,1277383,20210113,0.0,REPUBLICAN,0.7198974565909111
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,10058,1277383,20210113,0.0,OTHER,0.012325777379352967
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,7417,1277383,20210113,0.0,OTHER,0.009089311078013617
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,6490,1277383,20210113,0.0,OTHER,0.007953300377013398
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,3134,1277383,20210113,0.0,LIBERTARIAN,0.0038406230171895207
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,1473,1277383,20210113,0.0,OTHER,0.001805117327479312
1976,MAINE,ME,23,11,2,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,236320,482968,20210113,0.0,REPUBLICAN,0.28960307320428447
1976,MAINE,ME,23,11,2,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,232279,482968,20210113,0.0,DEMOCRAT,0.2846509488863321
1976,MAINE,ME,23,11,2,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,10874,482968,20210113,0.0,OTHER,0.013325760909036009
1976,MAINE,ME,23,11,2,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,3495,482968,20210113,0.0,OTHER,0.004283017691473317
1976,MARYLAND,MD,24,52,52,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,759612,1432273,20210113,0.0,DEMOCRAT,0.930881726653914
1976,MARYLAND,MD,24,52,52,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,672661,1432273,20210113,0.0,REPUBLICAN,0.8243258836521125
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,1429475,2547558,20210113,0.0,DEMOCRAT,1.7517787452128242
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,1030276,2547558,20210113,0.0,REPUBLICAN,1.2625723419457404
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,65637,2547558,20210113,0.0,OTHER,0.08043617516887958
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,8138,2547558,20210113,0.0,OTHER,0.009972874956569342
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,7555,2547558,20210113,0.0,OTHER,0.00925842593965119
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,4922,2547558,20210113,0.0,OTHER,0.006031763398406772
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,SCATTERING,0,False,1401,2547558,20210113,0.0,OTHER,0.0017168834866249263
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,135,2547558,20210113,0.0,LIBERTARIAN,0.00016543845160197363
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,19,2547558,20210113,0.0,OTHER,2.3283930225462953e-05
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,1893742,3651590,20210113,0.0,REPUBLICAN,2.320724031212035
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,1696714,3651590,20210113,0.0,DEMOCRAT,2.079272125714008
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,47905,3651590,20210113,0.0,OTHER,0.05870614091846331
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,5407,3651590,20210113,0.0,LIBERTARIAN,0.00662611635416201
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"WRIGHT, MARGARET",HUMAN RIGHTS,False,3504,3651590,20210113,0.0,OTHER,0.004294046921580115
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,1804,3651590,20210113,0.0,OTHER,0.002210747901407114
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,False,1366,3651590,20210113,0.0,OTHER,0.0016739920362095998
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,False,1148,3651590,20210113,0.0,OTHER,0.001406839573622709
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,1070440,1949931,20210113,0.0,DEMOCRAT,1.3117921195023454
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,819395,1949931,20210113,0.0,REPUBLICAN,1.004144000373327
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,False,35490,1949931,20210113,0.0,OTHER,0.04349193072114106
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,13592,1949931,20210113,0.0,OTHER,0.01665658840128908
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,4149,1949931,20210113,0.0,OTHER,0.005084475079233989
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,3529,1949931,20210113,0.0,LIBERTARIAN,0.0043246836718767775
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,False,1092,1949931,20210113,0.0,OTHER,0.0013382132529581865
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"WRIGHT, MARGARET",PEOPLE'S,False,635,1949931,20210113,0.0,OTHER,0.0007781734575352091
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INTERNATIONAL DEVELOPMENT BANK,False,543,1949931,20210113,0.0,OTHER,0.0006654302164434938
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",INDUSTRIAL GOVERNMENT PARTY,False,370,1949931,20210113,0.0,OTHER,0.0004534239043905943
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,False,354,1949931,20210113,0.0,OTHER,0.00043381638420073086
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,0,0,True,342,1949931,20210113,0.0,OTHER,0.00041911074405833317
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,381329,768390,20210113,0.0,DEMOCRAT,0.4673072541550296
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,366846,768390,20210113,0.0,REPUBLICAN,0.4495587719731675
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,False,6678,768390,20210113,0.0,OTHER,0.008183688739244294
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,4074,768390,20210113,0.0,OTHER,0.004992564828344004
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,4049,768390,20210113,0.0,OTHER,0.004961928078047342
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,False,2805,768390,20210113,0.0,OTHER,0.0034374433832854517
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,False,2609,768390,20210113,0.0,LIBERTARIAN,0.0031972512609596236
1976,MISSOURI,MO,29,43,34,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,998387,1953600,20210113,0.0,DEMOCRAT,1.2234933287373306
1976,MISSOURI,MO,29,43,34,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,927443,1953600,20210113,0.0,REPUBLICAN,1.1365535842154757
1976,MISSOURI,MO,29,43,34,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,False,24029,1953600,20210113,0.0,OTHER,0.029446818915139436
1976,MISSOURI,MO,29,43,34,US PRESIDENT,OTHER,0,False,3741,1953600,20210113,0.0,OTHER,0.004584483314392469
1976,MONTANA,MT,30,81,64,US PRESIDENT,"FORD, GERALD",REPUBLICAN,False,173703,328734,20210113,0.0,REPUBLICAN,0.21286781747124167
